trade_id,original_id,original,pattern,eur_value,usd_value,doge_value,timestamp,taker_side,wallet_usd_value
90d65000-efa1-4b82-b201-f4fdad286d8e,,1,CDLBELTHOLD_Bull,0,100,27087.7915323564,2019-07-06 11:00:00,1,10000
65b35de6-beca-41fc-bc39-ded82585a1dd,90d65000-efa1-4b82-b201-f4fdad286d8e,0,,0,99.0031692716094,27087.7915323564,2019-07-06 12:00:00,0,9999.00316927161
cfdf4aaa-e55f-4c61-9450-409139c6f96a,,1,CDLHIKKAKE_Bull,0,100,27443.1241252504,2019-07-06 13:00:00,1,9999.00316927161
df368365-cf18-412f-aefa-3430f4f855cf,cfdf4aaa-e55f-4c61-9450-409139c6f96a,0,,0,100.990696780921,27443.1241252504,2019-07-06 14:00:00,0,9999.99386605253
0eead135-c985-4602-9808-acaa4137c029,,1,CDLBELTHOLD_Bull,0,100,27173.9130434783,2019-07-06 14:00:00,1,9999.99386605253
b2b0ab93-39b0-452e-b8cf-72da0ed90a41,0eead135-c985-4602-9808-acaa4137c029,0,,0,99.7065217391306,27173.9130434783,2019-07-06 15:00:00,0,9999.70038779166
47074707-956f-4dd6-a13c-fc6ffd9db6c8,,1,CDLBELTHOLD_Bull,0,100,27173.9130434783,2019-07-06 17:00:00,1,9999.70038779166
3f65e66b-d2f4-474d-b9d7-fdab82b94264,47074707-956f-4dd6-a13c-fc6ffd9db6c8,0,,0,99.717391304348,27173.9130434783,2019-07-06 18:00:00,0,9999.41777909601
461f5e8f-6201-4c1d-9591-c485f948cd84,,1,CDLHANGINGMAN_Bear,0,100,27250.9265315021,2019-07-06 18:00:00,0,9999.41777909601
14b913ca-03f0-46ae-9810-9d6a2096f3a4,461f5e8f-6201-4c1d-9591-c485f948cd84,0,,0,97.2449313276652,27250.9265315021,2019-07-06 19:00:00,1,10002.1728477683
2542135c-60bc-473c-90cf-8739d40fdff5,,1,CDLHANGINGMAN_Bear,0,100,28022.978842651,2019-07-06 19:00:00,0,10002.1728477683
43f4f766-a3c9-45b3-ac70-c9409f22f1d4,2542135c-60bc-473c-90cf-8739d40fdff5,0,,0,99.7674092756061,28022.978842651,2019-07-06 20:00:00,1,10002.4054384927
2475ae0b-c3cd-4a77-b9f6-d43ecb573381,,1,CDLHANGINGMAN_Bear,0,100,28088.3096455255,2019-07-06 20:00:00,0,10002.4054384927
57b91dd1-b143-4e72-84d8-bdf7e4f90358,2475ae0b-c3cd-4a77-b9f6-d43ecb573381,0,,0,98.6152463344755,28088.3096455255,2019-07-06 21:00:00,1,10003.7901921583
75a9ebaa-48dd-453f-9e75-b2e7615f734c,,1,CDLBELTHOLD_Bull,0,100,28217.5004938063,2019-07-07 09:00:00,1,10003.7901921583
4f0bc32b-6045-445b-bc84-7277eb9fbe48,75a9ebaa-48dd-453f-9e75-b2e7615f734c,0,,0,100.087474251531,28217.5004938063,2019-07-07 10:00:00,0,10003.8776664098
42c6c614-610f-401e-bae0-faeaabd9aa0e,,1,CDLBELTHOLD_Bull,0,100,28449.5021337127,2019-07-07 16:00:00,1,10003.8776664098
b63e8078-2836-4aef-9df6-bb0689f9deb6,42c6c614-610f-401e-bae0-faeaabd9aa0e,0,,0,99.8093883357043,28449.5021337127,2019-07-07 17:00:00,0,10003.6870547455
7cfd9f71-8b12-446c-9b10-953ca4dcd645,,1,CDLHANGINGMAN_Bear,0,100,28503.8337656415,2019-07-07 17:00:00,0,10003.6870547455
26bf3cba-cc0e-4a8e-b6db-ff6e251486c8,7cfd9f71-8b12-446c-9b10-953ca4dcd645,0,,0,98.9254054670354,28503.8337656415,2019-07-07 18:00:00,1,10004.7616492785
a02d1c15-7fd7-4e00-a9fd-33149dbd154d,,1,CDLBELTHOLD_Bull,0,100,27397.2602739726,2019-07-07 19:00:00,1,10004.7616492785
079d58d1-8e1f-42ad-9479-f6de6f4a3a55,a02d1c15-7fd7-4e00-a9fd-33149dbd154d,0,,0,98.7616438356164,27397.2602739726,2019-07-07 20:00:00,0,10003.5232931141
3cf99624-91e1-45d2-9ee1-2929b4d4dd45,,1,CDLHANGINGMAN_Bear,0,100,27740.7900577008,2019-07-07 20:00:00,0,10003.5232931141
02911147-7f92-431e-882f-e7bd2ede40af,3cf99624-91e1-45d2-9ee1-2929b4d4dd45,0,,0,99.1594540612515,27740.7900577008,2019-07-07 21:00:00,1,10004.3638390528
ad7437b5-0198-4202-a14a-d0fee4c027a0,,1,CDLBELTHOLD_Bull,0,100,28208.7447108604,2019-07-08 11:00:00,1,10004.3638390528
